date,home_team,Home Team Goals,away_team,Away Team Goals,Home Team Initials,Away Team Initials
2000-05-31,Russia,1,Slovakia,1,RUS,SVK
2000-05-31,Venezuela,3,Panama,1,VEN,PAN
2000-06-01,Botswana,2,Mozambique,0,BOT,MOZ
2000-06-01,Eswatini,0,Lesotho,1,SWZ,LES
2000-06-02,Jordan,1,Iraq,4,JOR,IRQ
2000-06-02,Lesotho,0,Mozambique,0,LES,MOZ
2000-06-02,Portugal,3,Wales,0,POR,WAL
2000-06-02,Singapore,1,Qatar,5,SGP,QAT
2000-06-02,Eswatini,0,Botswana,0,SWZ,BOT
2000-06-03,Algeria,4,Guinea,0,ALG,GUI
2000-06-03,Denmark,2,Belgium,2,DEN,BEL
2000-06-03,Germany,3,Czech Republic,2,GER,CZE
2000-06-03,Honduras,4,Haiti,0,HON,HAI
2000-06-03,Hungary,2,Israel,1,HUN,ISR
2000-06-03,Latvia,1,Finland,0,LVA,FIN
2000-06-03,Malta,1,England,2,MLT,ENG
2000-06-03,Norway,1,Italy,0,NOR,ITA
2000-06-03,Paraguay,3,Ecuador,1,PAR,ECU
2000-06-03,Romania,2,Greece,1,ROU,GRE
2000-06-03,Slovenia,2,Saudi Arabia,0,SVN,KSA
2000-06-03,Sweden,1,Spain,1,SWE,ESP
2000-06-03,Uruguay,2,Chile,1,URU,CHI
2000-06-04,Argentina,1,Bolivia,0,ARG,BOL
2000-06-04,Azerbaijan,0,Georgia,0,AZE,GEO
2000-06-04,Benin,1,Togo,2,BEN,TOG
2000-06-04,Botswana,1,Lesotho,1,BOT,LES
2000-06-04,Colombia,3,Venezuela,0,COL,VEN
2000-06-04,Cuba,0,Canada,1,CUB,CAN
2000-06-04,Estonia,2,Belarus,0,EST,BLR
2000-06-04,France,2,Japan,2,FRA,JPN
2000-06-04,Mexico,2,Republic of Ireland,2,MEX,IRL
2000-06-04,Moldova,0,Russia,1,MDA,RUS
2000-06-04,Morocco,1,Jamaica,0,MAR,JAM
2000-06-04,Netherlands,3,Poland,1,NED,POL
2000-06-04,Nigeria,3,Malawi,2,NGA,MWI
2000-06-04,Peru,0,Brazil,1,PER,BRA
2000-06-04,Senegal,0,Zambia,0,SEN,ZAM
2000-06-04,Eswatini,1,Mozambique,1,SWZ,MOZ
2000-06-06,Jamaica,0,Japan,4,JAM,JPN
2000-06-06,Morocco,1,France,5,MAR,FRA
2000-06-06,Nigeria,4,Malawi,1,NGA,MWI
2000-06-06,Senegal,0,Zambia,0,SEN,ZAM
2000-06-07,Germany,8,Liechtenstein,2,GER,LIE
2000-06-07,Luxembourg,0,Spain,1,LUX,ESP
2000-06-07,Mexico,4,South Africa,2,MEX,RSA
2000-06-08,Tonga,1,Cook Islands,2,TGA,COK
2000-06-09,Australia,0,Paraguay,0,AUS,PAR
2000-06-10,Belgium,2,Sweden,1,BEL,SWE
2000-06-10,Thailand,2,Qatar,3,THA,QAT
2000-06-11,Antigua and Barbuda,0,Guatemala,1,ATG,GUA
2000-06-11,Canada,0,Cuba,0,CAN,CUB
2000-06-11,Estonia,1,Georgia,0,EST,GEO
2000-06-11,France,3,Denmark,0,FRA,DEN
2000-06-11,Republic of Ireland,2,South Africa,1,IRL,RSA
2000-06-11,Japan,1,Slovakia,1,JPN,SVK
2000-06-11,Lesotho,0,Zambia,0,LES,ZAM
2000-06-11,Netherlands,1,Czech Republic,0,NED,CZE
2000-06-11,Tunisia,4,Senegal,1,TUN,SEN
2000-06-11,Turkey,1,Italy,2,TUR,ITA
2000-06-12,Australia,0,Paraguay,0,AUS,PAR
2000-06-12,Germany,1,Romania,1,GER,ROU
2000-06-12,Portugal,3,England,2,POR,ENG
2000-06-13,Spain,0,Norway,1,ESP,NOR
2000-06-14,American Samoa,1,Tonga,2,ASA,TGA
2000-06-14,Belgium,0,Italy,2,BEL,ITA
2000-06-14,Bolivia,0,Slovakia,2,BOL,SVK
2000-06-14,Kenya,0,Burkina Faso,1,KEN,BFA
2000-06-15,Australia,2,Paraguay,1,AUS,PAR
2000-06-15,Sweden,0,Turkey,0,SWE,TUR
2000-06-16,Algeria,1,Senegal,1,ALG,SEN
2000-06-16,Czech Republic,1,France,2,CZE,FRA
2000-06-16,Netherlands,3,Denmark,0,NED,DEN
2000-06-17,Egypt,2,Ghana,0,EGY,GHA
2000-06-17,England,1,Germany,0,ENG,GER
2000-06-17,Haiti,1,Honduras,3,HAI,HON
2000-06-17,Malawi,1,Burkina Faso,1,MWI,BFA
2000-06-17,Namibia,0,Morocco,0,NAM,MAR
2000-06-17,Nigeria,2,Sierra Leone,0,NGA,SLE
2000-06-17,Romania,0,Portugal,1,ROU,POR
2000-06-18,Angola,2,Zambia,1,ANG,ZAM
2000-06-18,Guatemala,8,Antigua and Barbuda,1,GUA,ATG
2000-06-18,Guinea,3,Zimbabwe,0,GUI,ZIM
2000-06-18,Japan,2,Bolivia,0,JPN,BOL
2000-06-18,Libya,0,Cameroon,3,LBY,CMR
2000-06-18,Slovenia,1,Spain,2,SVN,ESP
2000-06-18,South Africa,2,Eswatini,0,RSA,SWZ
2000-06-18,Sudan,2,Liberia,0,SDN,LBR
2000-06-19,Australia,17,Cook Islands,0,AUS,COK
2000-06-19,Belgium,0,Turkey,2,BEL,TUR
2000-06-19,Italy,2,Sweden,1,ITA,SWE
2000-06-19,Tahiti,0,New Zealand,2,TAH,NZL
2000-06-20,England,2,Romania,3,ENG,ROU
2000-06-20,Madagascar,1,Mauritius,1,MAD,MRI
2000-06-20,Portugal,3,Germany,0,POR,GER
2000-06-21,Denmark,0,Czech Republic,2,DEN,CZE
2000-06-21,Netherlands,3,France,2,NED,FRA
2000-06-21,New Zealand,3,Vanuatu,1,NZL,VAN
2000-06-21,Paraguay,1,Costa Rica,0,PAR,CRC
2000-06-21,Slovenia,0,Norway,0,SVN,NOR
2000-06-21,Solomon Islands,5,Cook Islands,1,SOL,COK
2000-06-23,Gabon,0,Congo,2,GAB,CGO
2000-06-23,Solomon Islands,0,Australia,6,SOL,AUS
2000-06-23,Tahiti,2,Vanuatu,3,TAH,VAN
2000-06-24,Italy,2,Romania,0,ITA,ROU
2000-06-24,Madagascar,1,Mauritius,0,MAD,MRI
2000-06-24,Turkey,0,Portugal,2,TUR,POR
2000-06-24,Uganda,2,Rwanda,1,UGA,RWA
2000-06-25,Australia,1,Vanuatu,0,AUS,VAN
2000-06-25,Ecuador,5,Panama,0,ECU,PAN
2000-06-25,Gabon,2,Congo,3,GAB,CGO
2000-06-25,Lebanon,3,Kuwait,1,LBN,KUW
2000-06-25,New Zealand,2,Solomon Islands,0,NZL,SOL
2000-06-25,Spain,1,France,2,ESP,FRA
2000-06-28,Australia,2,New Zealand,0,AUS,NZL
2000-06-28,Brazil,1,Uruguay,1,BRA,URU
2000-06-28,France,2,Portugal,1,FRA,POR
2000-06-28,Tunisia,2,Algeria,2,TUN,ALG
2000-06-28,Vanuatu,1,Solomon Islands,2,VAN,SOL
2000-06-28,Venezuela,4,Bolivia,2,VEN,BOL
2000-06-29,Barbados,0,Trinidad and Tobago,0,BRB,TRI
2000-06-29,Chile,3,Paraguay,1,CHI,PAR
2000-06-29,Colombia,1,Argentina,3,COL,ARG
2000-06-29,Ecuador,2,Peru,1,ECU,PER
2000-06-29,Netherlands,0,Italy,0,NED,ITA
2000-06-30,Djibouti,1,Burundi,3,DJI,BDI
2000-07-01,Botswana,1,Madagascar,0,BOT,MAD
2000-07-01,Costa Rica,5,Panama,1,CRC,PAN
2000-07-01,El Salvador,0,Mexico,3,SLV,MEX
2000-07-01,Seychelles,0,Zimbabwe,1,SEY,ZIM
2000-07-01,Tanzania,0,Mauritius,1,TAN,MRI
2000-07-01,Uganda,3,Malawi,1,UGA,MWI
2000-07-02,Benin,2,Namibia,0,BEN,NAM
2000-07-02,Equatorial Guinea,0,Angola,1,EQG,ANG
2000-07-02,Ethiopia,1,Zambia,0,ETH,ZAM
2000-07-02,France,2,Italy,1,FRA,ITA
2000-07-02,Jamaica,1,Cuba,1,JAM,CUB
2000-07-02,Lesotho,1,Mozambique,0,LES,MOZ
2000-07-02,Rwanda,2,Congo,1,RWA,CGO
2000-07-02,Sudan,5,Eritrea,1,SDN,ERI
2000-07-02,Eswatini,3,Kenya,2,SWZ,KEN
2000-07-03,Guatemala,4,Haiti,1,GUA,HAI
2000-07-04,Rwanda,2,Uganda,0,RWA,UGA
2000-07-04,Trinidad and Tobago,4,Cuba,1,TRI,CUB
2000-07-05,Jamaica,5,Barbados,0,JAM,BRB
2000-07-05,Mexico,2,Venezuela,1,MEX,VEN
2000-07-06,Malawi,1,Namibia,2,MWI,NAM
2000-07-07,El Salvador,0,Guatemala,1,SLV,GUA
2000-07-08,Trinidad and Tobago,2,Jamaica,4,TRI,JAM
2000-07-08,Tunisia,1,Madagascar,0,TUN,MAD
2000-07-08,Zambia,2,Togo,0,ZAM,TOG
2000-07-09,Burkina Faso,2,Guinea,3,BFA,GUI
2000-07-09,Cameroon,3,Angola,0,CMR,ANG
2000-07-09,Ghana,5,Sierra Leone,0,GHA,SLE
2000-07-09,Liberia,2,Nigeria,1,LBR,NGA
2000-07-09,Morocco,2,Algeria,1,MAR,ALG
2000-07-09,Senegal,0,Egypt,0,SEN,EGY
2000-07-09,Zimbabwe,0,South Africa,2,ZIM,RSA
2000-07-14,Libya,3,Chad,1,LBY,CHA
2000-07-15,Burundi,1,Djibouti,0,BDI,DJI
2000-07-15,Eritrea,2,Sudan,1,ERI,SDN
2000-07-15,Gabon,4,São Tomé and Príncipe,1,GAB,STP
2000-07-15,Kenya,3,Eswatini,0,KEN,SWZ
2000-07-15,Malawi,1,Uganda,2,MWI,UGA
2000-07-15,Namibia,8,Benin,2,NAM,BEN
2000-07-15,Zambia,2,Ethiopia,0,ZAM,ETH
2000-07-16,Angola,4,Equatorial Guinea,1,ANG,EQG
2000-07-16,Barbados,2,Costa Rica,1,BRB,CRC
2000-07-16,Canada,0,Trinidad and Tobago,2,CAN,TRI
2000-07-16,El Salvador,2,Honduras,5,SLV,HON
2000-07-16,Guinea,2,Gambia,0,GUI,GAM
2000-07-16,Mauritius,3,Tanzania,2,MRI,TAN
2000-07-16,Mozambique,1,Lesotho,0,MOZ,LES
2000-07-16,Panama,0,Mexico,1,PAN,MEX
2000-07-18,Paraguay,2,Brazil,1,PAR,BRA
2000-07-18,Uruguay,3,Venezuela,1,URU,VEN
2000-07-19,Argentina,2,Ecuador,0,ARG,ECU
2000-07-19,Bolivia,1,Chile,0,BOL,CHI
2000-07-19,Peru,0,Colombia,1,PER,COL
2000-07-22,Guatemala,2,Barbados,0,GUA,BRB
2000-07-23,Jamaica,3,Honduras,1,JAM,HON
2000-07-23,Lesotho,2,Angola,1,LES,ANG
2000-07-23,Panama,0,Canada,0,PAN,CAN
2000-07-23,Trinidad and Tobago,1,Mexico,0,TRI,MEX
2000-07-25,Ecuador,0,Colombia,0,ECU,COL
2000-07-25,Venezuela,0,Chile,2,VEN,CHI
2000-07-26,Brazil,3,Argentina,1,BRA,ARG
2000-07-26,Bulgaria,2,Azerbaijan,1,BUL,AZE
2000-07-26,Uruguay,0,Peru,0,URU,PER
2000-07-27,Azerbaijan,1,North Macedonia,2,AZE,MKD
2000-07-27,Bolivia,0,Paraguay,0,BOL,PAR
2000-07-27,Iceland,5,Malta,0,ISL,MLT
2000-07-29,Bangladesh,0,India,1,BAN,IND
2000-07-29,South Africa,0,Zimbabwe,1,RSA,ZIM
2000-08-05,El Salvador,1,Haiti,2,SLV,HAI
2000-08-05,Lebanon,3,Oman,1,LBN,OMA
2000-08-06,Guyana,0,Trinidad and Tobago,0,GUY,TRI
2000-08-06,Malaysia,6,Myanmar,0,MAS,MYA
2000-08-08,Lebanon,1,Oman,2,LBN,OMA
2000-08-09,Malaysia,1,Myanmar,2,MAS,MYA
2000-08-09,Syria,1,Bahrain,0,SYR,BHR
2000-08-10,Costa Rica,1,Venezuela,5,CRC,VEN
2000-08-11,Bahrain,0,Jordan,2,BHR,JOR
2000-08-11,Panama,0,Ecuador,0,PAN,ECU
2000-08-13,Lesotho,0,Zimbabwe,3,LES,ZIM
2000-08-13,Malaysia,0,New Zealand,0,MAS,NZL
2000-08-13,Syria,1,Jordan,0,SYR,JOR
2000-08-15,Albania,0,Cyprus,0,ALB,CYP
2000-08-15,Chile,3,Brazil,0,CHI,BRA
2000-08-15,Colombia,1,Uruguay,0,COL,URU
2000-08-15,Costa Rica,2,Guatemala,1,CRC,GUA
2000-08-15,Malaysia,2,Oman,0,MAS,OMA
2000-08-15,Mexico,2,Canada,0,MEX,CAN
2000-08-16,Argentina,1,Paraguay,1,ARG,PAR
2000-08-16,Bosnia and Herzegovina,2,Turkey,0,BIH,TUR
2000-08-16,Bulgaria,1,Belgium,3,BUL,BEL
2000-08-16,Czech Republic,0,Slovenia,1,CZE,SVN
2000-08-16,Ecuador,2,Bolivia,0,ECU,BOL
2000-08-16,Estonia,1,Andorra,0,EST,AND
2000-08-16,Faroe Islands,0,Denmark,2,FRO,DEN
2000-08-16,Finland,3,Norway,1,FIN,NOR
2000-08-16,Germany,4,Spain,1,GER,ESP
2000-08-16,Hungary,1,Austria,1,HUN,AUT
2000-08-16,Iceland,2,Sweden,1,ISL,SWE
2000-08-16,Jamaica,1,El Salvador,0,JAM,SLV
2000-08-16,Japan,3,United Arab Emirates,1,JPN,UAE
2000-08-16,Latvia,0,Belarus,1,LVA,BLR
2000-08-16,Moldova,1,Malta,0,MDA,MLT
2000-08-16,Peru,1,Venezuela,0,PER,VEN
2000-08-16,Portugal,5,Lithuania,1,POR,LTU
2000-08-16,Romania,1,Poland,1,ROU,POL
2000-08-16,Russia,1,Israel,0,RUS,ISR
2000-08-16,Slovakia,1,Croatia,1,SVK,CRO
2000-08-16,Switzerland,2,Greece,2,SUI,GRE
2000-08-16,Trinidad and Tobago,6,Panama,0,TRI,PAN
2000-08-17,New Zealand,1,Oman,0,NZL,OMA
2000-08-19,Malaysia,0,New Zealand,2,MAS,NZL
2000-08-20,Haiti,0,Honduras,4,HAI,HON
2000-08-20,Sierra Leone,2,Togo,0,SLE,TOG
2000-08-25,Egypt,2,Kenya,1,EGY,KEN
2000-08-25,Vietnam,2,Sri Lanka,2,VIE,SRI
2000-08-27,Cayman Islands,0,Jamaica,6,CAY,JAM
2000-08-27,Zimbabwe,3,Lesotho,0,ZIM,LES
2000-08-28,Indonesia,4,Myanmar,1,IDN,MYA
2000-08-28,Iraq,3,Chinese Taipei,0,IRQ,TPE
2000-08-30,Myanmar,0,Iraq,1,MYA,IRQ
2000-08-30,Indonesia,1,Chinese Taipei,0,IDN,TPE
2000-09-01,Indonesia,0,Iraq,0,IDN,IRQ
2000-09-02,Andorra,2,Cyprus,3,AND,CYP
2000-09-02,Azerbaijan,0,Sweden,1,AZE,SWE
2000-09-02,Belarus,2,Wales,1,BLR,WAL
2000-09-02,Belgium,0,Croatia,0,BEL,CRO
2000-09-02,Bosnia and Herzegovina,1,Spain,2,BIH,ESP
2000-09-02,Bulgaria,0,Czech Republic,1,BUL,CZE
2000-09-02,Chile,0,Colombia,1,CHI,COL
2000-09-02,Finland,2,Albania,1,FIN,ALB
2000-09-02,France,1,England,1,FRA,ENG
2000-09-02,Gabon,2,Morocco,0,GAB,MAR
2000-09-02,Germany,2,Greece,0,GER,GRE
2000-09-02,Honduras,5,El Salvador,0,HON,SLV
2000-09-02,Iceland,1,Denmark,2,ISL,DEN
2000-09-02,Iraq,2,Uzbekistan,0,IRQ,UZB
2000-09-02,Latvia,0,Scotland,1,LVA,SCO
2000-09-02,Netherlands,2,Republic of Ireland,2,NED,IRL
2000-09-02,Nigeria,4,Namibia,0,NGA,NAM
2000-09-02,Northern Ireland,1,Malta,0,NIR,MLT
2000-09-02,Norway,0,Armenia,0,NOR,ARM
2000-09-02,Paraguay,3,Venezuela,0,PAR,VEN
2000-09-02,Switzerland,0,Russia,1,SUI,RUS
2000-09-02,Turkey,2,Moldova,0,TUR,MDA
2000-09-02,Uganda,3,Guinea,1,UGA,GUI
2000-09-02,Ukraine,1,Poland,3,UKR,POL
2000-09-02,Zambia,1,Madagascar,2,ZAM,MAD
2000-09-03,Algeria,1,Burkina Faso,1,ALG,BFA
2000-09-03,Brazil,5,Bolivia,0,BRA,BOL
2000-09-03,Burundi,0,Angola,0,BDI,ANG
2000-09-03,Congo,1,South Africa,2,CGO,RSA
2000-09-03,Costa Rica,3,Barbados,0,CRC,BRB
2000-09-03,Estonia,1,Portugal,3,EST,POR
2000-09-03,Faroe Islands,2,Slovenia,2,FRO,SVN
2000-09-03,Hungary,2,Italy,2,HUN,ITA
2000-09-03,Indonesia,3,Iraq,0,IDN,IRQ
2000-09-03,Israel,2,Liechtenstein,0,ISR,LIE
2000-09-03,Kenya,0,Tunisia,0,KEN,TUN
2000-09-03,Lesotho,3,Ghana,3,LES,GHA
2000-09-03,Liberia,4,Mauritius,0,LBR,MRI
2000-09-03,Mexico,7,Panama,1,MEX,PAN
2000-09-03,Peru,1,Argentina,2,PER,ARG
2000-09-03,Romania,1,Lithuania,0,ROU,LTU
2000-09-03,Slovakia,2,North Macedonia,0,SVK,MKD
2000-09-03,Thailand,4,Uzbekistan,2,THA,UZB
2000-09-03,Togo,2,Sierra Leone,0,TOG,SLE
2000-09-03,Trinidad and Tobago,4,Canada,0,TRI,CAN
2000-09-03,Uruguay,4,Ecuador,0,URU,ECU
2000-09-07,Lebanon,0,United Arab Emirates,1,LBN,UAE
2000-09-10,Lebanon,2,United Arab Emirates,2,LBN,UAE
2000-09-10,Libya,1,Sudan,0,LBY,SDN
2000-09-20,Mexico,2,Ecuador,0,MEX,ECU
2000-09-24,Qatar,0,Kuwait,0,QAT,KUW
2000-09-24,Saudi Arabia,2,Syria,1,KSA,SYR
2000-09-24,Senegal,0,Togo,0,SEN,TOG
2000-09-26,Saudi Arabia,3,Syria,0,KSA,SYR
2000-09-27,Cayman Islands,3,Turks and Caicos Islands,0,CAY,TCA
2000-09-27,Mexico,1,Bolivia,0,MEX,BOL
2000-09-28,Saudi Arabia,6,United Arab Emirates,1,KSA,UAE
2000-09-30,Kenya,1,Burundi,0,KEN,BDI
2000-09-30,Kuwait,3,Thailand,2,KUW,THA
2000-10-01,Kenya,1,Lesotho,1,KEN,LES
2000-10-02,Jordan,1,Saudi Arabia,0,JOR,KSA
2000-10-02,Qatar,0,Egypt,1,QAT,EGY
2000-10-03,Kenya,2,Burundi,3,KEN,BDI
2000-10-04,Australia,1,Kuwait,0,AUS,KUW
2000-10-04,France,1,Cameroon,1,FRA,CMR
2000-10-06,North Macedonia,3,Azerbaijan,0,MKD,AZE
2000-10-06,Qatar,1,Thailand,1,QAT,THA
2000-10-07,Andorra,1,Estonia,2,AND,EST
2000-10-07,Armenia,2,Ukraine,3,ARM,UKR
2000-10-07,Bulgaria,3,Malta,0,BUL,MLT
2000-10-07,Burkina Faso,1,Burundi,0,BFA,BDI
2000-10-07,Colombia,0,Paraguay,2,COL,PAR
2000-10-07,Cyprus,0,Netherlands,4,CYP,NED
2000-10-07,Czech Republic,4,Iceland,0,CZE,ISL
2000-10-07,England,0,Germany,1,ENG,GER
2000-10-07,Greece,1,Finland,0,GRE,FIN
2000-10-07,Italy,3,Romania,0,ITA,ROU
2000-10-07,Latvia,0,Belgium,4,LVA,BEL
2000-10-07,Liechtenstein,0,Austria,1,LIE,AUT
2000-10-07,Lithuania,0,Georgia,4,LTU,GEO
2000-10-07,Luxembourg,1,Slovenia,2,LUX,SVN
2000-10-07,Madagascar,0,Nigeria,0,MAD,NGA
2000-10-07,Moldova,0,Slovakia,1,MDA,SVK
2000-10-07,Northern Ireland,1,Denmark,1,NIR,DEN
2000-10-07,Poland,3,Belarus,1,POL,BLR
2000-10-07,Portugal,1,Republic of Ireland,1,POR,IRL
2000-10-07,San Marino,0,Scotland,2,SMR,SCO
2000-10-07,Saudi Arabia,1,Kazakhstan,0,KSA,KAZ
2000-10-07,South Africa,0,France,0,RSA,FRA
2000-10-07,Spain,2,Israel,0,ESP,ISR
2000-10-07,Sweden,1,Turkey,1,SWE,TUR
2000-10-07,Switzerland,5,Faroe Islands,1,SUI,FRO
2000-10-07,Tunisia,4,Gabon,2,TUN,GAB
2000-10-07,United Arab Emirates,1,Kuwait,0,UAE,KUW
2000-10-07,Wales,1,Norway,1,WAL,NOR
2000-10-08,Angola,2,Algeria,2,ANG,ALG
2000-10-08,Argentina,2,Uruguay,1,ARG,URU
2000-10-08,Barbados,1,Guatemala,3,BRB,GUA
2000-10-08,Bolivia,1,Peru,0,BOL,PER
2000-10-08,Ecuador,1,Chile,0,ECU,CHI
2000-10-08,Guinea,1,Senegal,0,GUI,SEN
2000-10-08,Honduras,1,Jamaica,0,HON,JAM
2000-10-08,Hong Kong,1,Singapore,0,HKG,SGP
2000-10-08,Mauritius,1,Congo,2,MRI,CGO
2000-10-08,Mexico,7,Trinidad and Tobago,0,MEX,TRI
2000-10-08,Morocco,1,Kenya,0,MAR,KEN
2000-10-08,Qatar,3,Thailand,1,QAT,THA
2000-10-08,Sudan,0,Egypt,1,SDN,EGY
2000-10-08,Togo,3,Uganda,0,TOG,UGA
2000-10-08,Uzbekistan,3,Turkmenistan,0,UZB,TKM
2000-10-08,Venezuela,0,Brazil,6,VEN,BRA
2000-10-09,Canada,1,Panama,0,CAN,PAN
2000-10-11,Albania,2,Greece,0,ALB,GRE
2000-10-11,Austria,1,Spain,1,AUT,ESP
2000-10-11,Azerbaijan,0,Turkey,1,AZE,TUR
2000-10-11,Belarus,2,Armenia,1,BLR,ARM
2000-10-11,Croatia,1,Scotland,1,CRO,SCO
2000-10-11,Denmark,1,Bulgaria,1,DEN,BUL
2000-10-11,Finland,0,England,0,FIN,ENG
2000-10-11,Iceland,1,Northern Ireland,0,ISL,NIR
2000-10-11,Republic of Ireland,2,Estonia,0,IRL,EST
2000-10-11,Israel,3,Bosnia and Herzegovina,1,ISR,BIH
2000-10-11,Italy,2,Georgia,0,ITA,GEO
2000-10-11,Lithuania,1,Hungary,6,LTU,HUN
2000-10-11,Malta,0,Czech Republic,0,MLT,CZE
2000-10-11,Moldova,0,North Macedonia,0,MDA,MKD
2000-10-11,Netherlands,0,Portugal,2,NED,POR
2000-10-11,Norway,0,Ukraine,1,NOR,UKR
2000-10-11,Poland,0,Wales,0,POL,WAL
2000-10-11,Russia,3,Luxembourg,0,RUS,LUX
2000-10-11,Slovakia,0,Sweden,0,SVK,SWE
2000-10-11,Slovenia,2,Switzerland,2,SVN,SUI
2000-10-12,Iraq,2,Thailand,0,IRQ,THA
2000-10-13,Kuwait,0,Indonesia,0,KUW,IDN
2000-10-14,Malaysia,2,Cambodia,0,MAS,CAM
2000-10-14,Qatar,1,Uzbekistan,1,QAT,UZB
2000-10-14,Saudi Arabia,1,Japan,4,KSA,JPN
2000-10-15,Kenya,3,Tanzania,0,KEN,TAN
2000-10-15,Lebanon,2,Iraq,2,LBN,IRQ
2000-10-17,Japan,8,Uzbekistan,1,JPN,UZB
2000-10-17,Malaysia,1,Cambodia,1,MAS,CAM
2000-10-17,Saudi Arabia,0,Qatar,0,KSA,QAT
2000-10-18,Lebanon,1,Thailand,1,LBN,THA
2000-10-20,Japan,1,Qatar,1,JPN,QAT
2000-10-20,Saudi Arabia,5,Uzbekistan,0,KSA,UZB
2000-10-23,Malaysia,2,Sri Lanka,0,MAS,SRI
2000-10-24,Japan,4,Iraq,1,JPN,IRQ
2000-10-24,Kuwait,2,Saudi Arabia,3,KUW,KSA
2000-10-25,Ghana,1,Uganda,2,GHA,UGA
2000-10-25,Malaysia,3,Sri Lanka,1,MAS,SRI
2000-10-28,Eritrea,0,Rwanda,1,ERI,RWA
2000-10-28,Kenya,1,Uganda,1,KEN,UGA
2000-10-28,Singapore,4,Sri Lanka,0,SGP,SRI
2000-10-29,Japan,1,Saudi Arabia,0,JPN,KSA
2000-10-29,Oman,4,Yemen,0,OMA,YEM
2000-10-29,Zambia,0,Rwanda,2,ZAM,RWA
2000-10-30,Rwanda,1,Zimbabwe,0,RWA,ZIM
2000-10-31,Oman,4,Yemen,0,OMA,YEM
2000-11-01,Singapore,1,Indonesia,0,SGP,IDN
2000-11-05,Singapore,1,Cambodia,0,SGP,CAM
2000-11-05,Vietnam,0,Malaysia,0,VIE,MAS
2000-11-06,Indonesia,3,Philippines,0,IDN,PHI
2000-11-06,Thailand,3,Myanmar,1,THA,MYA
2000-11-07,Cambodia,0,Vietnam,6,CAM,VIE
2000-11-07,Laos,0,Malaysia,5,LAO,MAS
2000-11-08,Myanmar,3,Philippines,0,MYA,PHI
2000-11-09,Malaysia,3,Cambodia,2,MAS,CAM
2000-11-09,Singapore,3,Laos,0,SGP,LAO
2000-11-10,Thailand,4,Indonesia,1,THA,IDN
2000-11-11,Cambodia,3,Laos,0,CAM,LAO
2000-11-11,Vietnam,1,Singapore,0,VIE,SGP
2000-11-12,Myanmar,0,Indonesia,5,MYA,IDN
2000-11-12,Thailand,2,Philippines,0,THA,PHI
2000-11-12,United Arab Emirates,1,Hong Kong,1,UAE,HKG
2000-11-13,Laos,0,Vietnam,5,LAO,VIE
2000-11-13,Malaysia,1,Singapore,0,MAS,SGP
2000-11-14,Algeria,1,Bulgaria,2,ALG,BUL
2000-11-15,Albania,3,Malta,0,ALB,MLT
2000-11-15,Bolivia,0,Uruguay,0,BOL,URU
2000-11-15,Brazil,1,Colombia,0,BRA,COL
2000-11-15,Canada,0,Mexico,0,CAN,MEX
2000-11-15,Chile,0,Argentina,2,CHI,ARG
2000-11-15,Cyprus,5,Andorra,0,CYP,AND
2000-11-15,Denmark,2,Germany,1,DEN,GER
2000-11-15,El Salvador,2,Jamaica,0,SLV,JAM
2000-11-15,Greece,0,Slovakia,2,GRE,SVK
2000-11-15,Guatemala,2,Costa Rica,1,GUA,CRC
2000-11-15,Republic of Ireland,3,Finland,0,IRL,FIN
2000-11-15,Italy,1,England,0,ITA,ENG
2000-11-15,North Macedonia,0,Hungary,1,MKD,HUN
2000-11-15,Paraguay,5,Peru,1,PAR,PER
2000-11-15,Poland,1,Iceland,0,POL,ISL
2000-11-15,Portugal,2,Israel,1,POR,ISR
2000-11-15,San Marino,0,Latvia,1,SMR,LVA
2000-11-15,Scotland,0,Australia,2,SCO,AUS
2000-11-15,Spain,1,Netherlands,2,ESP,NED
2000-11-15,Trinidad and Tobago,1,Panama,0,TRI,PAN
2000-11-15,Tunisia,1,Switzerland,1,TUN,SUI
2000-11-15,Turkey,0,France,4,TUR,FRA
2000-11-15,Venezuela,1,Ecuador,2,VEN,ECU
2000-11-16,Thailand,2,Malaysia,0,THA,MAS
2000-11-16,Vietnam,2,Indonesia,3,VIE,IDN
2000-11-18,Thailand,4,Indonesia,1,THA,IDN
2000-11-18,Uganda,2,Ethiopia,2,UGA,ETH
2000-11-18,Vietnam,0,Malaysia,3,VIE,MAS
2000-11-19,Djibouti,0,Somalia,0,DJI,SOM
2000-11-20,Uganda,2,Burundi,1,UGA,BDI
2000-11-21,Oman,2,Bahrain,1,OMA,BHR
2000-11-21,Somalia,1,Ethiopia,2,SOM,ETH
2000-11-22,Kenya,1,Rwanda,2,KEN,RWA
2000-11-22,Morocco,0,Libya,0,MAR,LBY
2000-11-23,Djibouti,2,Burundi,4,DJI,BDI
2000-11-23,Uganda,6,Somalia,0,UGA,SOM
2000-11-25,Eritrea,1,Rwanda,1,ERI,RWA
2000-11-25,Ethiopia,4,Djibouti,2,ETH,DJI
2000-11-26,Tajikistan,16,Guam,0,TJK,GUM
2000-11-27,Ethiopia,1,Burundi,0,ETH,BDI
2000-11-27,Uganda,7,Djibouti,0,UGA,DJI
2000-11-29,Uganda,3,Rwanda,1,UGA,RWA
2000-12-02,Ethiopia,1,Rwanda,1,ETH,RWA
